Building Name (1),樓宇名稱 (一),Building Name (2),樓宇名稱 (二),Building Name (3),樓宇名稱 (三),Address (1),樓宇地址(一),Address (2),樓宇地址(二),Address (3),樓宇地址(三),"Year of Completion
落成年份","Owners' Corporation
業主立案法團",Remark,備註
Heung Hoi Lin She Poon Chun Yuen,香海蓮社半春園,,,,,"17 Shek Lin Rd.,
Tai Po","大埔
石蓮路17號",,,,,-,,,
Heung Shing Building,香城大廈,,,,,"Ground Floor:
6, 8, 12 & 14 Heung Shing
St., 5/7 Heung Wo St.,
Tsuen Wan
Upper Floors:
10 Heung Shing St.","地下︰
荃灣享成街6、8、
12及14號
享和街5/7號
樓上各層︰
享成街10號",,,,,1973,P,,
Heung To Secondary School,香島中學,,,,,"4 Kan Hok Lane,
Tseung Kwan O","將軍澳
勤學里4號",,,,,-,,,
Heung Wo Building,香和大廈,,,,,"Ground Floor:
66, 66A, 66B, 70, 74,
76 & 78 Heung Wo St.,
Tsuen Wan
Upper Floors:
68 & 72 Heung Wo St.","地下︰
荃灣享和街66、
66A、66B、70、
74、76及78號
樓上各層︰
享和街68及72號",,,,,1972,P,,
Heung Yee Kuk Building,鄉議局大樓,,,,,"30 On Muk St.,
Sha Tin","沙田
安睦街30號",,,,,2011,,,
Hey Yuet Building,喜悅樓,,,,,"Ground Floor:
18, 22-24 Chik Shun St. &
13 Chik Fu St.,
Tai Wai
Upper Floors:
20 Chik Shun St.","地下︰
大圍積信街
18、22-24號及
積富街13號
樓上各層︰
積信街20號",,,,,1974,P,,
"HHCKLA Buddhist Chan Shi Wan
Primary School","香海正覺蓮社佛教
陳式宏學校",,,,,"8 Choi Yuen Rd.,
Choi Yuen Estate,
Sheung Shui","上水
彩園邨
彩園路8號",,,,,-,,,
"HHCKLA Buddhist Ching Kok Lin
Association School","香海正覺蓮社佛教
正覺蓮社學校",,,,,"12 Yat Ming Rd., Fanling",粉嶺一鳴路12號,,,,,-,,,
"HHCKLA Buddhist Ching Kok
Secondary School","香海正覺蓮社佛教
正覺中學",,,,,"38 Chui Ling Rd.,
Tseung Kwan O","將軍澳
翠嶺路38號",,,,,-,,,
"HHCKLA Buddhist Leung
Chik Wai College","香海正覺蓮社佛教
梁植偉中學",,,,,"7 Wu Fai St.,
Wu King Estate, Tuen Mun","屯門湖景邨
湖暉街7號",,,,,-,,,
"HHCKLA Buddhist Ma Kam Chan
Memorial English
Secondary School","香海正覺蓮社佛教馬錦燦
紀念英文中學",,,,,"9 Luen Yick St.,
Fanling","粉嶺
聯益街9號",,,,,-,,,
HHCKLA Buddhist Po Kwong School,"香海正覺蓮社
佛教普光學校",,,,,"2 Yan Shing Lane,
Fanling","粉嶺
欣盛里2號",,,,,-,,,
"HHCKLA Buddhist Wisdom
Primary School","香海正覺蓮社佛教
正慧小學",,,,,"6 Ching Shing Rd.,
Fanling","粉嶺
清城路6號",,,,,-,,,
Hi Yip Factory Building,喜業工廠大廈,,,,,"Ground Floor:
4-6 Hi Yip St. & 12-18
Wang Yip St. W., Yuen Long
Upper Floors:
2 Hi Yip St.","地下︰
元朗喜業街4-6號及
宏業西街12-18號
樓上各層︰
喜業街2號",,,,,1987,P,,
Hi-Tech Centre,深港中心,,,,,"9 Choi Yuen Rd.,
Sheung Shui","上水
彩園道9號",,,,,1995,,,
Hi-Tech Industrial Centre,嘉力工業中心,,,,,Tsuen Wan,荃灣,,,,,1989,,,
Hi-Tech Industrial Centre,嘉力工業中心,Block A,A座,,,,,"5-21 Pak Tin Par St.,",白田壩街5-21號,,,,,,
Hi-Tech Industrial Centre,嘉力工業中心,Block B,B座,,,,,"491-501 Castle Peak Rd.
Tsuen Wan","青山道荃灣段
491-501號",,,,,,
Hibiscus Park,芊紅居,,,,,"91 Hing Shing Rd.,
Kwai Chung","葵涌
興盛路91號",,,,,1998,P,See Appendix V,見附錄V
Hibiscus Park,芊紅居,Blocks 1-2,第1至2座,,,,,,,,,,P,See Appendix V,見附錄V
High Fashion Centre,達利國際中心,,,,,"1-11 Kwai Hei St.,
Kwai Chung","葵涌
葵喜街1-11號",,,,,1980,,,
High Prosperity Terrace,高盛臺,,,,,"188 Kwai Shing Circuit,
Kwai Chung","葵涌
葵盛圍188號",,,,,,,See Appendix I,見附錄I
Highland Park,浩景臺,,,,,"11 Lai Kong St.,
Kwai Chung",葵涌荔崗街11號,,,,,1999,P,See Appendix V,見附錄V
Highland Park,浩景臺,Blocks 1-6,第1至6座,,,,,,,,,,P,See Appendix V,見附錄V
Highlands,,,,,,"18 Fei Ngo Shan Rd.,
Sai Kung","西貢
飛鵝山道18號",,,,,1958,,,
Hill Lodge,曉廬,,,,,"1 Lok Fung Path,
Sha Tin","沙田
樂楓徑1號",,,,,1982,P,,
Hill View,,,,,,"18 Fei Ngo Shan Rd.,
Sai Kung","西貢
飛鵝山道18號",,,,,1976,,,
Hilldon,,,,,,"101 Chuk Yeung Rd.,
Sai Kung","西貢
竹洋路101號",,,,,1998,,,
Hillgrove,,,,,,"DD 217 Lot 1123,
Off Hiram's Highway
Hebe Haven, Sai Kung","西貢白沙灣
近西貢公路第217約
第1123號地段",,,,,1979,,,
Hillock,樂居,,,,,"95 Chuk Yeung Rd.,
Sai Kung","西貢
竹洋路95號",,,,,1995,,,
Hillsdene House,,,,,,"10 Chuk Yeung Rd.,
Sai Kung","西貢
竹洋路10號",,,,,1969,,,
Hillside Villa,友恭小築,,,,,"11 Fei Ngo Shan Rd.,
Sai Kung","西貢
飛鵝山道11號",,,,,1960,,,
Hilltop Garden,山頂花園,,,,,"59-61, 85-93, 95-96, 98-101,
105-107, 112-113, 115-116,
130-131, 139, 178-183, 185-
190, 192, 197-198, 201, 209
& 213 Pun Shan Chau,
Tai Po","大埔半山洲59-61、85-
93、95-96、98-101、105-
107、112-113、115-116、
130-131、139、178-183、
185-190、192、197-198、
201、209及213號",,,,,-,P,,
Hilltop Villa,,,,,,"8 Kam Shue Rd.,
Sai Kung","西貢
甘澍路8號",,,,,1983,,,
Hillview Court,曉嵐閣,,,,,"11 Ka Shue Rd.,
Sai Kung","西貢
嘉澍路11號",,,,,1999,P,,
Hillview Garden,曉華花園,,,,,"150 Ha Che,
Yuen Long","元朗
下輋150號",,,,,-,,,
Hilton Plaza,希爾頓中心,,,,,"3-9 Sha Tin Centre St.,
Sha Tin","沙田
沙田正街3-9號",,,,,1985,,,
Hilton Plaza,希爾頓中心,Blocks A-D,A至D座,,,,,,,,,,,,
Hin Fai Garden,顯輝花園,,,,,"68 Yuen Kong San Tsuen,
Pat Heung","八鄉
元崗新村68號",,,,,-,,,
Hin Keng Estate,顯徑邨,,,,,"69 Che Kung Miu Rd.,
Sha Tin","沙田
車公廟路69號",,,,,,P,See Appendix I,見附錄I
Hin Keng Estate,顯徑邨,Hin Fu House,顯富樓,,,,,,,,,,P,See Appendix I,見附錄I
Hin Keng Estate,顯徑邨,Hin Hing House,顯慶樓,,,,,,,,,,P,See Appendix I,見附錄I
Hin Keng Estate,顯徑邨,Hin Keng shopping Centre,顯徑商場,,,,,,,,,,P,See Appendix I,見附錄I
Hin Keng Estate,顯徑邨,Hin Kwai House,顯貴樓,,,,,,,,,,P,See Appendix I,見附錄I
Hin Keng Estate,顯徑邨,Hin Pui House,顯沛樓,,,,,,,,,,P,See Appendix I,見附錄I
Hin Keng Estate,顯徑邨,Hin Tak House,顯德樓,,,,,,,,,,P,See Appendix I,見附錄I
Hin Keng Estate,顯徑邨,Hin Wan House,顯運樓,,,,,,,,,,P,See Appendix I,見附錄I
Hin Keng Estate,顯徑邨,Hin Yau House,顯祐樓,,,,,,,,,,P,See Appendix I,見附錄I
Hin Keng Estate,顯徑邨,Hin Yeung House,顯揚樓,,,,,,,,,,P,See Appendix I,見附錄I
"Hin Keng Neighbourhood
Community Centre",顯徑鄰里社區中心,,,,,"5 Hin Wo Lane,
Sha Tin","沙田
顯和里5號",,,,,-,,,
Hin Ming Court,顯明苑,,,,,"6 Chiu Shun Rd.,
Tseung Kwan O","將軍澳
昭信路6號",,,,,1996,P,See Appendix III,見附錄III
Hin Ming Court,顯明苑,Block A,A座,,,,,,,,,,P,See Appendix III,見附錄III
Hin Tin Public Swimming Pool,顯田公眾游泳池,,,,,"68 Che Kung Miu Rd.,
Sha Tin","沙田
車公廟路68號",,,,,-,,,
Hin Yiu Estate,顯耀邨,,,,,"3 Hin Wo Lane, Sha Tin",沙田顯和里3號,,,,,,,See Appendix I,見附錄I
Hin Yiu Estate,顯耀邨,Hin Yiu House,顯耀樓,,,,,,,,,,,See Appendix I,見附錄I
Hin Yuen,軒園,,,,,"100 Pai Tau Tsuen,
Sha Tin","沙田
排頭村100號",,,,,1961,,,
Hing Chung Yuen,慶松苑,,,,,"33 Hillside Rd.,
Cheung Chau","長洲
山邊路33號",,,,,-,,,
Hing Fat Building,興發樓,,,,,"11 Yu King Square,
Yuen Long","元朗
裕景坊11號",,,,,1985,,,
Hing Fat Building,興發大廈,,,,,"49 Kai Man Path,
Tuen Mun","屯門
啟民徑49號",,,,,1985,P,,
Hing Fat Building,興發樓,,,,,"73/75 Hop Yick Rd.,
Yuen Long","元朗
合益路73/75號",,,,,1975,,,
Hing Fat House,興發大樓,,,,,"9-13 Yuen Long Kau
Yuk Rd., Yuen Long",元朗教育路9-13號,,,,,1979,P,,
Hing Fook Building (Phase 1),幸福樓一期,,,,,"19 Ping Wui St.,
Yuen Long","元朗
屏會街19 號",,,,,1975,P,,
Hing Fook Building (Phase 2),幸福樓二期,,,,,"8 Man Hop Path,
Yuen Long","元朗
民合徑8號",,,,,1976,,,
Hing Fung Building,慶豐樓,,,,,"44A-48 San Fung Avenue,
Shek Wu Hui","石湖墟
新豐路44A-48號",,,,,1982,P,,
Hing Hing Building,慶興大樓,,,,,"223/227 Castle Peak Rd.
Tsuen Wan, 
1/17 Shiu Wo St. &
1/17 Tai Ho Rd.,
Tsuen Wan","荃灣
青山公路荃灣段223/227號、
兆和街1/17號及
大河道1/17號",,,,,1972,P,,
Hing Kui Yuen,慶渠園,,,,,"51A Pak She San Tsuen,
Cheung Chau","長洲
北社新村51A號",,,,,-,,,
Hing Loong Building,興隆樓,,,,,"Ground Floor:
2-14 Hung Min Court &
26-28 Hop Choi St.,
Yuen Long
Upper Floor:
6 Hung Min Court","地下：
元朗
紅棉圍2-14號
合財街26-28號
樓上各層：
紅棉圍6號",,,,,1981,,,
Hing Nin Building,慶年大樓,,,,,"30-36 Hop Yick Rd.,
Yuen Long","元朗
合益路30-36號",,,,,1977,P,,
Hing On Toi,慶安台,,,,,"1 Tung Wan Rd.,
Cheung Chau","長洲
東灣路1號",,,,,Pre 1945前,,,
Hing Shing Building,興盛洋樓,,,,,"7-9 Chik Fai St.,
Tai Wai","大圍
積輝街7-9號",,,,,1986,P,,
Hing Tai Building,興泰大廈,,,,,"45 Yan Oi Tong Circuit,
Tuen Mun","屯門
仁愛堂街45號",,,,,1983,P,,
Hing Tak School,興德學校,,,,,"1 Hing Ping Rd.,
Tuen Mun","屯門
慶平路1號",,,,,-,,,
Hing Wah Industrial Building,興華工業大廈,,,,,"18 Hi Yip St.,
Yuen Long","元朗
喜業街18號",,,,,1986,,,
Hing Wan Building,慶雲樓,,,,,"40-44 San Fung Avenue,
Shek Wu Hui","石湖墟
新豐路40-44號",,,,,1982,P,,
Hing Wan House,慶雲樓,,,,,"74-76 Chik Chuen St.,
Tai Wai","大圍
積存街74-76號",,,,,1971,P,,
Hing Wong Building,興旺樓,,,,,"2 Sai Ching St.,
Yuen Long","元朗
西菁街2號",,,,,1984,P,,
Hing Yip Building,興業樓,,,,,"Ground Floor:
140-142B &146
Yuen Long Kau Yuk Rd.,
Yuen Long
Upper Floors:
144 Yuen Long Kau Yuk Rd.","地下︰
元朗
元朗教育路
140-142B及146號
樓上各層︰
元朗教育路144號",,,,,1977,P,,
Hing Yip Centre,興業中心,,,,,"72-76 Texaco Rd.,
Tsuen Wan","荃灣
德士古道72-76號",,,,,1965,,,
Hing Yip Terrace,興業臺,,,,,"59 Pai Tau Tsuen,
Sha Tin","沙田
排頭村59號",,,,,1960,,,
Hing Yuen Terrace,慶源臺,,,,,"1-2 Lai Chi Yuen,
Sha Tin","沙田
荔枝園1-2號",,,,,1963,,,
Hip Pont Building,協邦大廈,,,,,"21 Tseng Choi St.,
Tuen Mun","屯門
井財街21號",,,,,1982,P,,
Hip Tak Building,協德大廈,,,,,"Ground Floor:
1-3 Che Fong St.,
188-190 Hing Fong Rd. &
21 Shing Fong St.,
Kwai Chung
1st Floor:
190 Hing Fong Rd.
2nd-20th Floors:
1 Che Fong St.","地下︰
葵涌
智芳街1-3號
興芳路188-190號及
盛芳街21號
1樓︰
興芳路190號
2樓至20樓︰
智芳街1號",,,,,1976,P,,
Hiram's Villa,嘉林別墅,,,,,"1 Hiram's Highway,
Ta Ku Ling","打鼓嶺
西貢公路1號",,,,,1997,P,,
"HK Education City & The HK
Academy for Gifted Education","香港教育城 &
香港資優教育學苑",,,,,"5 Sha Kok St.,
Sha Kok Estate,
Sha Tin","沙田
沙角邨
沙角街5號",,,,,-,,,
HK JEBN Group Center,樓上集團中心,,,,,"13/15 Shing Wan Rd.,
Tai Wai","大圍
成運路13/15號",,,,,1982,,,
"HKBU Affiliated School Wong Kam
Fai Secondary and Primary School","香港浸會大學附屬學校
王錦輝中小學",,,,,"6 On Muk Lane,
Sha Tin","沙田
安睦里6號",,,,,-,,,
"HKCSCA Cheung Chi Cheong
Memorial Primary School","香港張氏宗親總會
張熾昌紀念小學",,,,,"Cheung Ching Estate,
Tsing Yi",青衣長青邨,,,,,-,,,
HKDI & HKIVE (Lee Wai Lee),"香港知專設計學院及香港專業
教育學院(李惠利)",,,,,"3 King Ling Rd.,
Tseung Kwan O","將軍澳
景嶺路3號",,,,,-,,,
HKFEW Wong Cho Bau School,"香港教育工作者聯會
黃楚標學校",,,,,"8 Yat Tung St.,
Yat Tung Estate,
Tung Chung","東涌
逸東邨
逸東街8號",,,,,-,,,
HKFYG Lee Shau Kee College,香港青年協會李兆基書院,,,,,"12 Tin Kwai Rd.,
Tin Shui Wai","天水圍
天葵路12號",,,,,-,,,
HKSKH St. Matthias' Integrated Services,香港聖公會聖馬提亞綜合服務,,,,,"4 Tin Lung Rd.,
Tin Shui Wai","天水圍
天龍路4號",,,,,-,,,
"HKSYC&IA Chan Nam Chong
Memorial School","香港四邑商工總會
陳南昌紀念學校",,,,,"22 Wing Fong Rd.,
Kwai Chung","葵涌
榮芳路22號",,,,,-,,,
Ho Choi Building,好彩洋樓,,,,,"Ground Floor:
42-58A Yuen Long On
Hing St., Yuen Long
Upper Floor:
50 Yuen Long On Hing St.","地下：
元朗
元朗安興街42-58A號
樓上各層：
元朗安興街50號",,,,,1980,P,,
Ho Fai Garden,豪輝花園,,,,,Tsuen Wan,荃灣,,,,,1990,P,,
Ho Fai Garden,豪輝花園,Block 1,第1座,,,,,"218-220 Sai Lau Kok Rd. &
94-96 Castle Peak Rd.
Tsuen Wan","西樓角路218-220號及
青山公路
荃灣段94-96號",,,,P,,
Ho Fai Garden,豪輝花園,Block 2,第2座,,,,,"222-224 Sai Lau Kok Rd. &
90-92 Castle Peak Rd.
Tsuen Wan","西樓角路222-224號及
青山公路
荃灣段90-92號",,,,P,,
Ho Fat Building,好發洋樓,,,,,"18 Sai Yu St.,
Yuen Long","元朗
西裕街18號",,,,,1980,P,,
Ho Fuk Tong Centre,何福堂中心,,,,,"28 Castle Peak Rd. San Hui,
Tuen Mun","屯門青山公路
新墟段28號",,,,,1954,,,
"Ho Fung College
(Sponsored by Sik Sik Yuen)",可風中學 (嗇色園主辦),,,,,"448 Wo Yi Hop Rd.,
Kwai Chung","葵涌
和宜合道448號",,,,,-,,,
Ho Kee Yuen,豪記園,,,,,"DD 95 C.L. Permit
T14355, Off Castle
Peak Rd., Kwu Tung","近青山公路古洞段
第95約租用官地牌照
第T14355號",,,,,-,,,
Ho King Building,好景洋樓,,,,,"10-28 Hop Yick Rd. &
41-55 Kin Yip St.,
Yuen Long","元朗
合益路10-28號及
建業街41-55號",,,,,1977,P,,
Ho King Building,好景樓,,,,,"110-136A Yuen Long On
Ning Rd., Yuen Long","元朗安寧路
110-136A號",,,,,1977,P,,
Ho King Building,好景樓,,,,,"18/24 Ming Ngai St.,
Tuen Mun","屯門
明藝街18/24號",,,,,1973,,,
Ho King Building,好景樓,,,,,"6-12 Luen Cheong St.,
Luen Wo Market","聯和墟
聯昌街6-12號",,,,,1984,,,
Ho King Building,好景新邨,,,,,"DD 130, Lot 2738,
Off Castle Peak Rd. Lam Tei,
Yuen Long","近青山公路藍地段
第130約
第2738號地段",,,,,-,,,
Ho King House,好景樓,,,,,"52/54 Jockey Club Rd.,
Shek Wu Hui","石湖墟
馬會道52/54號",,,,,1974,,,
"Ho Koon Nature Education
Cum Astronomical Centre",可觀自然教育中心暨天文館,,,,,"101 Route Twisk,
Tsuen Wan","荃灣
荃錦公路101號",,,,,1995,,,
Ho Lan Villa,浩蘭小築,,,,,"3 Peak Rd.,
Cheung Chau","長洲
山頂道3號",,,,,-,,,
Ho Lik Centre,豪力中心,,,,,"66A Sha Tsui Rd.,
Tsuen Wan","荃灣
沙咀道66A號",,,,,1994,,,
Ho Ming Court,浩明苑,,,,,"9 Kai King Rd.,
Tseung Kwan O","將軍澳
佳景路9號",,,,,1990,P,See Appendix III,見附錄III
Ho Ming Court,浩明苑,Block A,A座,,,,,,,,,,P,See Appendix III,見附錄III
"Ho Ming Primary School (Sponsored
by Sik Sik Yuen)",嗇色園主辦可銘學校,,,,,"2 Tin Pak Rd.,
Tin Shui Wai","天水圍
天柏路2號",,,,,-,,,
Ho Ming Villa,可名別苑,,,,,"DD 225 Lot 778,
Off Clear Water Bay Rd.,
Sheung Yeung, Sai Kung","西貢上洋
近清水灣道第225約
第778號地段",,,,,1983,,,
Ho Mong House,好望樓,,,,,"42/48 San Lok St.,
Shek Wu Hui","石湖墟
新樂街42/48號",,,,,1972,,,
"Ho Ngai College
(Sponsored by Sik Sik Yuen)",嗇色園主辦可藝中學,,,,,"8 Oi Ming Lane,
Tuen Mun","屯門
愛明里8號",,,,,-,,,
Ho Shun Fook Building,好順福大廈,,,,,"60 Sau Fu St.,
Yuen Long","元朗
壽富街60號",,,,,1988,,,
Ho Shun King Building,好順景大廈,,,,,"3 Fung Yau St. S.,
Yuen Long","元朗
鳳攸南街3號",,,,,1985,P,,
Ho Shun Lee Building,好順利大廈,,,,,"9 Fung Yau St. S.,
Yuen Long","元朗
鳳攸南街9號",,,,,1984,P,,
"Ho Shun Primary School
(Sponsored by Sik Sik Yuen)",嗇色園主辦可信學校,,,,,"Lei Muk Shue Estate,
Kwai Chung","葵涌
梨木樹邨",,,,,-,,,
Ho Shun Tai Building,好順泰大廈,,,,,"10 Sai Ching St.,
Yuen Long","元朗
西菁街10號",,,,,1988,P,,
Ho Shun Yee Building,好順意大廈,,,,,"9 Fung Yau St. E.,
Yuen Long","元朗
鳳攸東街9號",,,,,1987,P,,
Ho Sing Building,好盛洋樓,,,,,"28 Kam Fai Path,
Yuen Long","元朗
金輝徑28號",,,,,1983,P,,
Ho Sze House,好時洋樓,,,,,"Ground Floor:
60-62 Chik Fuk St. &
2-6 Chik Luk Lane, Tai Wai
Upper Floors:
60/62 Chik Fuk St.","地下︰
大圍積福街60-62號及
積祿里2-6號
樓上各層︰
積福街60/62號",,,,,1984,P,,
Ho Wang Building,好旺洋樓,,,,,"11 Yu Wing Path,
Yuen Long","元朗
裕榮徑11號",,,,,1983,P,,
"Ho Yu College
(Sponsored by Sik Sik Yuen)",嗇色園主辦可譽中學,,,,,"6 Kin Tung Rd.,
Tung Chung,
Lantau Island","大嶼山
東涌
健東路6號",,,,,-,,,
"Ho Yu Primary School
(Sponsored by Sik Sik Yuen)",嗇色園主辦可譽小學,,,,,"4 Kin Tung Rd.,
Tung Chung,
Lantau Island","大嶼山
東涌
健東路4號",,,,,-,,,
Ho Yuet Building,好悅洋樓,,,,,"5 On Leung Lane,
Yuen Long","元朗
安良里5號",,,,,1983,P,,
Hoi Au Yuen,海鷗園,,,,,"DD 124 Lots
1841 sA, 1843 RP
1844 sA & 1845 sB
(Shek Po Rd.)
Hung Shui Kiu","洪水橋 (石埗路)第124
約第1841號地段A段、
第1843號地段的餘段、
第1844號地段A段及
第1845號地段B段",,,,,-,,,
Hoi Cheong Building,海昌大樓,,,,,"222 Wo Yi Hop Rd.,
Kwai Chung","葵涌
和宜合道222號",,,,,1976,P,,
Hoi Cheung Industrial Building,凱昌工業大廈,,,,,"4 Ho Tin St.,
Tuen Mun","屯門
河田街4號",,,,,1978,P,,
Hoi Fu Villa,海富別墅,,,,,"DD 215 Lots 965 s.A (Pt.)
s.B RP Tui Min Hoi,
Sai Kung","西貢對面海第215約
第965號地段A段
(部分)及B段的餘段",,,,,-,,,
Hoi Fuk Villa,海福苑,,,,,"29 Cheung Shek Rd.,
Cheung Chau","長洲
長碩路29號",,,,,-,,,
Hoi Kam Building,開錦樓,,,,,"27/33 Wai Yan St.,
Tai Po","大埔
懷仁街27/33號",,,,,1971,P,,
Hoi Ku,海居,,,,,"26G & 26H Lung Tsai Tsuen,
Cheung Chau","長洲龍仔村26G及
26H號",,,,,-,,,
Hoi Kwong Yuen,海光園,,,,,"26C Peak Rd.,
Cheung Chau","長洲
山頂道26C號",,,,,1964,,,
Hoi Lee Building,開利樓,,,,,"26/28 Wai Yan St.,
Tai Po","大埔
懷仁街26/28號",,,,,1972,P,,
Hoi Lin Building,開連樓,,,,,"23/25 Wai Yan St.,
Tai Po","大埔
懷仁街23/25號",,,,,1972,P,,
Hoi Pa Building,海壩樓,,,,,"Ground Floor:
2/6 & 10/14 Hoi Pa St.,
Tsuen Wan
Upper Floors:
8 Hoi Pa St.","地下︰
荃灣海壩街2/6及
10/14號
樓上各層︰
海壩街8號",,,,,1970,P,,
"Hoi Pa Street Government
Primary School",海壩街官立小學,,,,,"1 Kai Chi Close,
Tsuen Wan","荃灣
啓志街1號",,,,,-,,,
Hoi Shan Yuen,海山園,,,,,"DD 124 Lot 1095 (N. Portion)
(7 Shek Po Rd.)
Hung Shui Kiu","洪水橋第124約
第1095號地段 (北部)
(石埗路7號)",,,,,-,,,
Hoi Shing Building,海盛大廈,,,,,"18 Tak Ching Court,
Tuen Mun","屯門
德政圍18號",,,,,1992,,,
Hoi Shuen Building,凱旋樓,,,,,"92-100 Hop Yick Rd.,
Yuen Long","元朗
合益路92-100號",,,,,1976,P,,
Hoi Sing Villa,海星別墅,,,,,"11 Fa Peng Rd.,
Cheung Chau","長洲
花屏路11號",,,,,-,,,
Hoi Tai Factory Estate,開泰工廠大廈,,,,,"Off Ming Kum Rd., Tuen Mun",屯門近鳴琴路,,,,,,,See Appendix I,見附錄I
Hoi Tai Factory Estate,開泰工廠大廈,Block 1,第1座,,,,,,,,,,,See Appendix I,見附錄I
Hoi Tak Gardens,凱德花園,,,,,"13-17 Wing Fat Lane,
Tuen Mun","屯門
榮發里13-17號",,,,,1986,P,,
Hoi Tong Garden,海棠花園,,,,,"234 Lin Fa Tei, Pat Heung,
Yuen Long","元朗
八鄉蓮花地234號",,,,,-,P,,
Hoi Tong House,海棠樓,,,,,"115 Tong Fong Tsuen,
Ping Shan, Yuen Long","元朗屏山
塘坊村115號",,,,,-,,,
Hoi Yick,開益,,,,,"DD 124 Lot 3508 (Pt.) &
3509 Yick Yuen Tsuen,
Tuen Mun","屯門亦園村第124約
第3508號地段 (部分)
及3509號地段",,,,,-,,,
Hoi Ying Lau,開英樓,,,,,"74 San Hing St.,
Cheung Chau","長洲
新興街74號",,,,,-,,,
Hoi Yuen,海園,,,,,"DD 121 Lot 1249 s.A,
Off Castle Peak Rd.
Ping Shan,
Tong Yan San Tsuen","唐人新村
近青山公路
屏山段第121約
第1249號地段A段",,,,,1960,,,
Hoi Yuet Building,海粵樓,,,,,"19-22 Chung Hok Rd.,
Cheung Chau","長洲
中學路19-22號",,,,,-,,,
Holford Gardens,海福花園,,,,,"2-8 Chik Wan St., Tai Wai",大圍積運街2-8號,,,,,1985,P,See Appendix IV,見附錄IV
Holford Gardens,海福花園,Fook Hey Court,福熹閣,,,,,,,,,,P,See Appendix IV,見附錄IV
Holford Gardens,海福花園,Fook Ki Court,福祺閣,,,,,,,,,,P,See Appendix IV,見附錄IV
Holford Gardens,海福花園,Fook Siu Court,福兆閣,,,,,,,,,,P,See Appendix IV,見附錄IV
"Holiday Inn Express Hong Kong
Kowloon East",香港九龍東智選假日酒店,,,,,"3 Tong Tak St.
Tseung Kwan O","將軍澳
唐德街3號",,,,,2012,,,
Holly Building,好利洋樓,,,,,"33 Sau Fu St.,
Yuen Long","元朗
壽富街33號",,,,,1978,P,,
Hollywood Garden,瀚林花園,,,,,"72 Tin Ha Rd.,
Ha Tsuen","廈村
田廈路72號",,,,,1993,,,
Holy Cross Lutheran School,路德會聖十架學校,,,,,"31 Lo Tak Court,
Tsuen Wan","荃灣
路德圍31號",,,,,-,,,
Holy Family School,聖家學校,,,,,"Shing Ka Rd.,
Peng Chau","坪洲
聖家路",,,,,-,,,
Holy Redeemer Church,贖世主堂,,,,,"2 Tuen Mun Heung Sze
Wui Rd., Tuen Mun","屯門
屯門鄉事會路2號",,,,,-,,,
Home For The Aged,天德聖教安老院,,,,,"203 Pai Tau Tsuen,
Sha Tin","沙田
排頭村203號",,,,,-,,,
Home of Loving Faithfulness,,,,,,"7 Castle Peak Rd.
Kwu Tung, North","北區青山公路
古洞段7號",,,,,Pre 1945前,,,
Home Sweet Home,樂家居,,,,,"10 Ping Hong Lane,
Yuen Long","元朗
屏康里10號",,,,,-,P,,
Homi Villa,白樓,,,,,"DD 390 Lots 165, 167,
169 & 167 Ext.,
Castle Peak Rd. Ting Kau","青山公路汀九段第390
約第165、167、169號
地段及第167號增批地段",,,,,-,,,
Hon Wai Terrace,漢威臺,,,,,"34 Kam Shan Tsuen,
Tai Po","大埔
錦山村34號",,,,,1987,,,
Hon Yuen,漢苑,,,,,"DD 51 Lots 3261 BRP,
3262 BRP (N.P.)
& 3263 B (N.P.)
Tin Sam Tsuen,
Fanling","粉嶺田心村第51約第
3261號地段B段的餘段、
第3262號地段B段
的餘段 (北部) 及第
3263號地段B段 (北部)",,,,,-,,,
Hon Yuen,漢園,,,,,"DD 77 Lots 1016 etc.,
Off Ping Che Rd., Ping Che","坪輋近坪輋路第77約
第1016號地段等",,,,,-,,,
Hon Yuen,漢園,,,,,"DD 83 Lots 896
s.C1 & 888 s.A.,
Off Sha Tau Kok Rd.,
Lung Yeuk Tau","近沙頭角公路龍躍頭段
第83約第896號
地段C1段及第888號
地段A段",,,,,-,,,
Honfield Industrial Building,康耀工業大廈,,,,,"5 On Fuk St.,
Fanling","粉嶺
安福街5號",,,,,1989,,,
"Hong Chi Fanling Integrative
Rehabilitation Complex",匡智粉嶺綜合復康中心,,,,,"23 Ling Shan Rd.,
Fanling","粉嶺
靈山路23號",,,,,-,,,
